brand_name,os,screen_size,4g,5g,main_camera_mp,selfie_camera_mp,int_memory,ram,battery,weight,release_year,days_used,new_price,used_price
Others,Android,12.7,yes,no,8,3,32,4,3500,223,2017,669,170.73,83.6
Others,Android,12.83,yes,no,13,5,16,4,3000,167.5,2017,624,183.32,101.11
Others,Android,12.7,yes,no,13,5,16,4,2400,160,2017,773,129.4,75.37
Others,Android,12.83,yes,no,20.7,8,64,4,2950,193,2016,608,249.62,124.49
Others,Android,12.7,yes,no,13,5,32,4,2100,154,2015,594,138.99,68.84
Others,Android,12.7,yes,no,8,2,32,4,2000,160,2014,565,150.44,74.18
Others,Android,12.7,yes,no,16,8,16,4,2700,142,2014,1007,199.31,75.41
Others,Windows,10.16,no,no,5,2,16,4,1700,150,2014,951,77.3,38.79
Others,Android,20.32,yes,no,5,2,32,4,3500,150,2014,872,278.79,76.22
Others,Android,15.34,no,no,8,2,16,4,2800,232,2014,714,240.07,83.47
Others,Android,12.7,no,no,8,2,32,4,2000,140,2014,551,241.01,56.21
Others,Android,10.16,no,no,5,0.3,16,4,1400,115,2014,676,118.44,28.11
Others,Android,12.7,yes,no,8,2,32,4,2000,160,2014,985,279.39,87.89
Others,Android,10.29,yes,no,5,0.3,16,4,1850,140,2014,691,229.86,45.79
Asus,Android,15.9,yes,no,,8,32,4,4000,165,2019,524,299.27,113.06
Asus,Android,15.9,yes,no,,8,64,4,4000,165,2019,397,310.53,86.73
Asus,Android,13.84,yes,no,13,8,32,4,4000,150,2018,575,120,80.09
Asus,Android,13.84,yes,no,13,5,16,4,3000,140,2018,370,80.32,66.92
Asus,Android,15.24,yes,no,13,8,128,4,4000,200,2018,535,949.27,100.96
Asus,Android,12.83,yes,no,13,5,32,4,3000,140,2018,667,101.54,66.33
Asus,Android,15.21,yes,no,13,8,64,4,5000,180,2018,386,160,81.38
Asus,Android,15.29,yes,no,13,8,256,4,3300,165,2018,482,501.29,112.99
Asus,Android,15.29,yes,no,13,8,64,4,3300,165,2018,438,399.56,172.88
Asus,Android,15.24,yes,no,13,8,64,4,3300,168,2018,511,250.59,94.5
Asus,Android,12.83,yes,no,13,8,32,4,4000,150,2018,516,159.32,96.89
Asus,Android,12.88,yes,no,13,8,64,4,4130,160,2017,585,249.05,86.93
Asus,Android,12.83,yes,no,13,8,64,4,3600,175,2017,592,389.3,139.08
Asus,Android,12.83,yes,no,13,8,64,4,3300,165,2017,722,399.95,147.5
Asus,Android,12.83,yes,no,13,13,16,4,3000,144,2017,708,179.78,96.99
Asus,Android,12.83,yes,no,13,13,32,4,3000,144,2017,781,151.54,90.68
Asus,Android,12.83,yes,no,16,8,64,4,3000,147,2017,868,248.85,100.33
Asus,Android,12.83,yes,no,16,8,64,4,3000,144,2017,818,288.91,99.54
Asus,Android,12.75,yes,no,13,8,32,4,4100,156,2017,542,181.7,107.5
Asus,Android,12.83,yes,no,13,8,32,4,5000,181,2017,754,220.61,114.33
Asus,Android,12.83,yes,no,16,16,32,4,5000,181,2017,797,248.12,148.4
Asus,Android,12.83,yes,no,13,8,32,4,5000,181,2017,612,270.5,76.93
Asus,Android,18.01,yes,no,13,5,64,4,4680,168,2017,847,300.24,126.71
Asus,Android,12.83,yes,no,13,5,16,4,3000,168,2017,755,117.86,86.22
Asus,Android,12.7,yes,no,13,5,16,4,2650,120,2017,617,149.63,59.33
Asus,Android,12.75,yes,no,13,8,32,4,5000,175,2017,858,179.98,70.71
Asus,Android,23.04,yes,no,8,5,32,4,7800,490,2017,588,400.73,176.37
Asus,Android,12.88,yes,no,23,8,64,4,3300,170,2017,796,440.95,153.67
Asus,Android,12.83,yes,no,13,13,32,4,5000,170,2017,582,320.1,143.65
Asus,Android,15.47,no,no,5,2,32,4,3480,270,2016,835,121.03,59.27
Asus,Android,18.01,yes,no,8,2,32,4,4680,320,2016,1055,279.85,126.18
Asus,Android,12.7,yes,no,13,5,16,4,2600,150,2016,981,129.14,62.67
Asus,Android,12.83,yes,no,16,8,32,4,4100,175,2016,862,189.07,80.83
Asus,Android,12.83,yes,no,16,8,64,4,3000,151,2016,801,280.54,86.7
Asus,Android,23.04,yes,no,8,5,32,4,7800,490,2016,566,298.04,162.8
Asus,Android,23.04,no,no,8,5,32,4,5900,430,2016,1063,338.89,149.74
Asus,Android,12.75,yes,no,13,5,32,4,4130,148,2016,927,229.64,88.86
Asus,Android,12.83,yes,no,13,8,16,4,3000,150,2016,669,160.51,76.23
Asus,Android,12.75,yes,no,16,8,64,4,2600,144,2016,553,281.22,135.84
Asus,Android,12.75,yes,no,13,5,32,4,4100,158.4,2016,599,208.06,80.5
Asus,Android,15.44,yes,no,23,8,32,4,4600,233,2016,980,299.19,156.67
Asus,Android,12.88,yes,no,23,8,64,4,3000,170,2016,676,230.05,115.52
Asus,Android,12.83,yes,no,16,8,64,4,3000,155,2016,578,329.4,106.7
Asus,Android,12.83,yes,no,13,5,32,4,5000,202,2016,928,170.86,85.35
Asus,Android,10.29,yes,no,8,2,32,4,2070,135,2016,866,107.91,47.96
Asus,Android,10.29,no,no,5,0.3,32,4,2070,125,2016,545,90.36,45.74
Asus,Android,12.83,yes,no,8,5,16,4,3010,160,2016,1003,150.43,67.4
Asus,Android,12.7,yes,no,8,5,16,4,2500,153,2016,624,110.05,53.8
Asus,Android,10.29,no,no,5,0.3,32,4,1600,133.5,2015,727,71.1,45.74
Asus,Android,12.7,no,no,8,2,16,4,2070,140,2016,571,158.77,54.31
Asus,Android,12.83,yes,no,13,5,16,4,3000,170.1,2015,862,179.68,83.21
Asus,Android,12.83,yes,no,13,5,32,4,3000,185,2015,700,250.81,120.02
Asus,Android,25.43,no,no,5,2,32,4,4890,510,2015,999,160.78,119.52
Asus,Android,12.7,no,no,8,2,32,4,2070,135,2015,840,128.54,44.79
Asus,Android,12.83,yes,no,13,5,32,4,5000,202,2015,1089,169.85,105.48
Asus,Android,12.83,yes,no,13,5,64,4,3000,170,2015,715,349.91,121.45
Asus,Android,15.24,yes,no,13,5,16,4,3000,190,2015,997,269.76,86.23
Asus,Android,15.24,yes,no,13,5,16,4,3000,190,2015,1014,309.24,74.41
Asus,Android,12.83,yes,no,13,5,32,4,3000,170,2015,880,221.85,105.4
Asus,Android,12.7,no,no,8,5,32,4,2040,140,2015,989,200.21,78.13
Asus,Android,12.7,yes,no,13,5,32,4,2400,140,2015,592,211.56,85.69
Asus,Android,17.78,no,no,8,2,16,4,3500,272,2015,885,159.43,96.1
Asus,Android,12.7,yes,no,8,2,32,4,2500,155.1,2015,568,108.94,66.25
Asus,Android,12.83,yes,no,13,8,32,4,3030,156,2015,777,300.13,76.51
Asus,Android,20.32,yes,no,5,2,32,4,4000,350,2015,747,279.44,92.71
Asus,Android,17.78,no,no,5,0.3,32,4,3450,265,2015,934,142.39,62.5
Asus,Android,12.83,yes,no,13,13,16,4,3000,170,2015,794,280.25,125.46
Asus,Android,12.7,yes,no,8,2,16,4,2500,155,2015,953,181.15,43.69
Asus,Android,12.83,yes,no,13,5,16,4,3000,170,2015,685,249.78,94.37
Asus,Android,12.83,yes,no,13,5,16,4,3000,170,2015,749,299.67,115.9
Asus,Android,17.78,yes,no,5,2,32,4,3950,299,2015,970,219.97,110.38
Asus,Android,10.29,no,no,5,0.3,32,4,2100,150,2015,547,90.36,39.6
Asus,Android,17.78,no,no,5,2,32,4,3950,280,2015,557,160.85,91.67
Asus,Android,12.83,yes,no,13,5,16,4,3000,185,2015,626,399.88,71.66
Asus,Android,12.7,yes,no,8,5,32,4,2500,140,2014,857,79.32,65.17
Asus,Android,12.7,no,no,8,0.3,1024,4,2500,160,2014,860,98.93,33.89
Asus,Android,25.43,no,no,5,0.3,32,4,5000,525,2014,1059,199.92,113
Asus,Android,10.29,yes,no,5,2,32,4,2060,148.8,2014,1023,160.57,68.01
Asus,Android,17.78,yes,no,5,2,16,4,3950,279,2014,583,240.46,66.14
Asus,Android,17.78,no,no,5,2,16,4,3950,269,2014,1022,239.98,68.46
Asus,Android,12.7,yes,no,8,2,32,4,2110,145,2014,595,209.4,81.26
Asus,Android,10.29,no,no,8,0.3,32,4,1750,134,2014,772,100.15,53.31
Asus,Android,20.32,yes,no,5,1.2,16,4,4000,299,2014,801,240.57,99.24
Asus,Android,20.32,no,no,5,2,16,4,4000,320,2014,846,149.96,89.48
Asus,Android,17.78,no,no,5,2,32,4,3950,295,2014,731,130.11,78.1
Asus,Android,20.32,no,no,5,2,32,4,2865,328,2014,645,199.85,79.41
Asus,Android,17.78,no,no,2,0.3,32,4,2865,299,2014,766,130.92,63.51
Asus,Android,17.78,no,no,5,2,32,4,2865,299,2014,705,209.56,70.26
Asus,Android,25.43,yes,no,5,1.2,16,4,6600,595,2014,1013,400.19,193
Asus,Android,25.43,no,no,2,0.3,32,4,5000,550,2014,800,220.39,122.87
Asus,Android,17.78,no,no,2,0.3,16,4,3910,290,2014,679,100.73,58.79
Asus,Android,12.7,yes,no,13,2,16,4,2300,150,2014,1081,321.5,87.74
Asus,Android,12.7,yes,no,13,2,16,4,2300,150,2014,1013,250.68,109.97
Asus,Android,12.7,yes,no,13,2,16,4,2400,145,2014,956,510.6,69.59
Asus,Android,10.34,no,no,13,1.2,1024,4,1820,126,2014,772,258.53,243.46
Asus,Android,15.24,no,no,13,2,16,4,3230,196,2014,947,200.61,83.09
Asus,Android,15.24,no,no,13,2,16,4,3300,196,2014,665,252.29,96.3
Asus,Android,12.7,no,no,8,2,32,4,2110,145,2015,583,119.17,42.79
Asus,Android,12.7,no,no,8,2,32,4,2110,145,2014,794,128.98,70.35
Asus,Android,10.16,no,no,5,0.3,16,4,2865,115,2014,910,129.79,55.28
Asus,Android,10.29,yes,no,5,2,32,4,2060,150,2014,635,301.02,78.68
Asus,Android,10.16,no,no,8,2,32,4,1170,116,2014,824,210.52,72.57
Asus,Android,10.24,no,no,8,2,16,4,1500,105,2013,604,289.52,98.91
Asus,Android,12.7,yes,no,13,2,16,4,2400,145,2013,654,729.96,179.06
Asus,Android,25.43,no,no,2,1.2,32,4,5070,522,2013,754,251.04,98.53
Asus,Android,20.32,no,no,5,1.2,16,4,3950,350,2013,847,150.67,87.33
Asus,Android,17.78,yes,no,5,1.2,32,4,3950,328,2013,550,222.43,97.93
Asus,Android,17.78,yes,no,5,1.2,16,4,3950,290,2013,1083,231.01,81.49
Asus,Android,15.24,no,no,8,1.2,16,4,3200,210,2013,1040,350.35,113.34
Asus,Android,25.43,no,no,5,1.2,32,4,3950,585,2013,549,400.61,195.46
Asus,Android,17.78,no,no,2,0.3,32,4,3950,302,2013,643,99.65,75.78
Asus,Android,17.78,no,no,5,1.2,16,4,3950,302,2013,674,129.02,71.78
Asus,Android,17.78,no,no,3.15,1.2,32,4,4270,340,2013,869,260.17,68.48
Asus,Android,12.7,yes,no,13,2,32,4,2400,141,2013,614,1000.49,298.43
Asus,Android,25.43,no,no,5,1.2,16,4,3950,580,2013,887,228.6,146.63
Asus,Android,17.78,no,no,1,1.2,32,4,4270,370,2013,753,109.48,64.25
Asus,Android,12.75,yes,no,13,8,32,4,5000,168,2017,593,329.63,142.75
Others,Android,10.29,yes,no,8,0.3,16,4,1840,128,2014,710,80.27,50.66
Others,Android,12.7,yes,no,13,2,16,4,2520,135,2014,933,99.74,61.77
Others,Android,10.29,no,no,13,2,16,4,2100,119,2013,704,200.45,72.76
Others,Android,10.29,no,no,8,2,16,4,2000,135,2013,1011,150.1,50.92
BlackBerry,Android,10.29,yes,no,,8,32,4,3000,156,2018,552,331.06,58.05
BlackBerry,Android,15.21,yes,no,,16,64,4,4000,170,2018,629,348.29,109.28
BlackBerry,Android,15.21,yes,no,,16,64,4,4000,170,2018,383,301.66,140.65
BlackBerry,Android,10.29,yes,no,,8,64,4,3500,168,2018,471,501.42,60.82
BlackBerry,Android,12.83,yes,no,12,8,32,4,4000,167,2017,561,390.05,97.37
BlackBerry,Android,12.83,yes,no,13,8,32,4,3000,178,2017,607,200.65,87.81
BlackBerry,Android,10.29,yes,no,12,8,64,4,3500,180,2017,554,290.61,108
BlackBerry,Android,12.83,yes,no,21,8,32,4,3000,165,2016,560,299.26,149.62
BlackBerry,Android,12.75,yes,no,13,8,16,4,2610,135,2016,920,200.16,77.19
BlackBerry,Android,12.8,yes,no,18,2,32,4,3410,192,2015,805,270.78,91.2
BlackBerry,Others,12.7,yes,no,8,2,16,4,2800,170,2015,1094,80.31,59.47
BlackBerry,Others,7.75,yes,no,13,2,16,4,2500,178,2015,903,181.05,70.13
BlackBerry,Others,7.65,yes,no,8,2,64,4,2100,140,2014,617,430.09,67.66
BlackBerry,Others,10.29,yes,no,13,2,32,4,3450,196,2014,582,170.08,76.4
BlackBerry,Others,7.75,yes,no,8,2,16,4,2515,177,2014,831,119.23,44.63
BlackBerry,Others,12.7,no,no,5,1.1,32,4,2500,164,2014,696,89.64,42.08
BlackBerry,Others,10.21,yes,no,8,2,64,4,1800,140,2013,625,389.54,94.55
BlackBerry,Others,12.7,yes,no,8,2,16,4,2880,170,2013,574,141.71,59.48
BlackBerry,Others,5.28,no,no,5,2,512,0.25,1450,120,2013,774,130.24,128.03
BlackBerry,Others,7.65,yes,no,5,2,32,4,2180,120,2013,760,69,36.7
BlackBerry,Others,10.21,yes,no,8,2,16,4,1800,137.5,2013,932,120.4,55.42
BlackBerry,Others,7.65,yes,no,8,2,16,4,2100,139,2013,814,109.81,52.97
Others,Android,12.88,yes,no,12,5,16,4,4180,165,2018,531,96.95,56.98
Others,Android,12.88,yes,no,13,5,64,4,3180,167.5,2017,784,170.48,94.64
Others,Android,12.83,yes,no,13,8,64,4,6180,167.5,2017,720,248.45,83.28
Others,Android,12.7,no,no,13,5,16,4,2800,169,2017,751,70.58,24.44
Others,Android,12.7,yes,no,13,5,16,4,2800,176,2017,872,79.04,62.32
Others,Android,12.7,no,no,13,2,32,4,2800,176,2017,565,58.54,21.03
Others,Android,12.88,no,no,13,5,16,4,3000,174,2018,597,100.49,60.31
Others,Android,12.7,yes,no,13,8,64,4,3000,152,2017,895,168.51,111.72
Others,Android,12.7,no,no,8,2,16,4,2000,150,2016,1083,79.55,50.25
Others,Android,12.83,yes,no,13,5,32,4,3150,142.6,2016,599,240.2,93.84
Others,Android,15.24,yes,no,24,8,64,4,3500,207,2015,858,310.61,104.24
Others,Android,15.24,no,no,8,2,32,4,3000,177,2015,569,110.74,69.64
Others,Android,12.7,no,no,8,2,32,4,5000,180,2015,862,139.96,54.34
Others,Android,12.7,no,no,5,0.3,16,4,2000,156,2015,572,79.17,50.2
Others,Android,12.7,no,no,8,2,32,4,2100,154,2015,789,121.92,49.6
Others,Android,10.36,no,no,8,5,16,4,2100,97,2015,889,189.39,45.96
Others,Android,15.24,yes,no,13,5,16,4,3200,177,2014,740,211.8,64.02
Others,Android,12.7,yes,no,13,5,32,4,2200,164,2014,608,149.55,77.98
Others,Android,17.78,no,no,5,2,32,4,3000,299,2014,1090,131.16,79.29
Others,Android,10.16,no,no,3.15,0.3,16,4,1400,106,2014,856,71.07,21.42
Others,Windows,12.7,no,no,8,2,32,4,2200,139,2014,637,148.95,70.81
Others,Android,12.7,no,no,8,2,16,4,2000,166,2014,1042,110.36,54.67
Others,Android,12.7,no,no,5,0.3,16,4,1800,170,2014,874,80.76,44.64
Others,Android,12.7,no,no,13,5,16,4,2300,129,2014,959,260.7,81.03
Others,Android,12.7,no,no,8,2,32,4,2000,136,2014,979,149.8,56.13
Others,Android,12.83,no,no,16,8,32,4,2500,152,2014,696,290.3,109.39
Others,Android,15.24,no,no,8,2,16,4,3000,206,2014,632,179.61,56.76
Others,Android,10.29,no,no,3.15,0.3,16,4,1800,135,2014,980,68.83,27.14
Others,Android,7.75,no,no,1.3,2,512,0.25,1300,101,2014,1056,70.98,26.28
Others,Android,12.7,no,no,8,2,16,4,2000,155,2014,571,119.44,69.08
Others,Android,12.7,no,no,3.15,2,16,4,2100,174,2014,616,71.38,41
Others,Android,12.83,no,no,8,2,16,4,2350,166,2014,976,130.6,51.22
Others,Android,10.29,no,no,8,2,16,4,3000,149,2014,790,189.11,68.32
Others,Android,10.36,no,no,8,5,16,4,2000,135,2014,1024,159.84,57.83
Others,Android,20.32,no,no,5,5,32,4,4500,404,2014,614,359.71,84.07
Others,Android,10.34,no,no,8,5,16,4,1800,109,2014,725,129.13,43.32
Others,Android,12.7,no,no,13,5,16,4,2000,133,2014,639,210.5,90.4
Others,Android,12.7,no,no,12,2,16,4,2000,144,2014,988,139.52,69.76
Others,Android,10.34,no,no,8,2,16,4,1800,125,2013,581,201.63,36.11
Others,Android,12.7,no,no,13,5,32,4,2020,128,2013,1038,240.86,68.05
Others,Android,12.7,no,no,5,0.3,16,4,2000,155,2013,909,89.12,37.41
Others,Android,10.16,no,no,5,0.3,16,4,1600,124,2013,782,79.98,39.27
Others,Android,12.7,no,no,12,5,16,4,2500,158,2013,729,209.77,55.06
Others,Android,12.83,no,no,5,0.3,16,4,2250,184,2013,728,118.44,39.05
Others,Others,5.08,no,no,1.3,0.3,128,0.25,820,80,2013,905,20.93,9.14
Others,Others,5.08,no,no,0.3,0.3,32,0.25,820,80,2013,636,20.95,4.65
Others,Others,5.28,no,no,1.3,0.3,32,0.25,820,90,2013,695,20.93,10.36
Others,Android,12.7,no,no,5,0.3,16,4,2000,128,2013,816,101.07,35
Others,Android,10.16,no,no,3.15,0.3,16,4,1500,128,2013,566,79.79,24.91
Others,Android,7.75,no,no,2,0.3,512,0.25,1000,105,2013,897,40.94,15.1
Others,Android,10.29,no,no,5,0.3,16,4,2000,144,2013,1028,101.81,46.87
Others,Android,10.16,no,no,5,0.3,16,4,1600,137,2013,793,100.14,48.84
Others,Android,12.78,no,no,8,2,16,4,2800,190,2013,1006,128.58,71.99
Others,Android,12.7,no,no,8,2,16,4,2000,170,2013,855,129.68,55.51
Others,Android,12.7,no,no,5,0.3,16,4,2000,170,2013,909,100.64,50.89
Others,Android,7.75,no,no,2,0.3,512,0.25,1500,120,2013,1038,81.22,30.13
Others,Others,5.28,no,no,1.3,0.3,64,0.25,1400,95,2013,729,28.87,15.02
Others,Others,5.18,no,no,0.3,0.3,32,0.25,820,90,2013,883,29.81,11.71
Others,Others,5.08,no,no,1.3,0.3,64,0.25,620,69,2013,990,20.23,9.36
Others,Android,12.88,no,no,12,5,16,4,2600,220,2013,689,230.43,66.67
Others,Android,12.7,no,no,13,5,16,4,2000,145,2013,745,230.91,66.16
Others,Android,10.34,no,no,8,2,16,4,1800,125,2013,902,179.05,35.93
Others,Android,12.78,no,no,8,2,16,4,2200,210,2013,956,159.58,54.85
Others,Android,12.88,no,no,8,1.3,16,4,2800,243,2013,1060,221.01,82.78
Others,Android,10.29,no,no,8,1.3,16,4,1800,148,2013,608,260.39,63.64
Others,Android,10.29,no,no,5,0.3,16,4,1800,145,2013,850,180.45,68.84
Others,Android,14.35,yes,no,12,8,128,4,3100,168,2018,578,391.13,161.84
Others,Android,14.35,yes,no,12,8,64,4,3100,163,2018,586,310.1,97.45
Others,Android,12.83,yes,no,12,8,64,4,3400,183,2018,567,230.53,86.84
Others,Android,12.75,yes,no,12,8,64,4,3100,165,2018,454,189.69,87.58
Others,Android,12.75,yes,no,8,5,16,4,3100,155,2017,819,168.65,72.73
Others,Android,12.75,yes,no,13,5,32,4,3100,155,2017,890,188.7,72.17
Others,Android,12.83,yes,no,12,8,64,4,3400,183,2017,809,260.07,112.45
Others,Android,12.75,yes,no,12,8,64,4,3100,165,2017,756,209.8,91.03
Others,Android,12.75,yes,no,12,8,64,4,3100,158,2017,564,369.35,119.68
Others,Android,12.75,yes,no,16,8,32,4,3100,153,2017,843,290.32,101.85
Others,Android,12.7,yes,no,8,5,16,4,3080,140,2016,789,159.11,57.66
Others,Android,12.7,yes,no,13,5,16,4,3080,140,2016,992,190.11,100.12
Others,Android,12.7,yes,no,16,5,32,4,3050,139,2016,681,219.98,104.96
Others,Android,12.7,yes,no,16,8,16,4,3200,145,2016,546,299.16,77.07
Others,Android,12.7,yes,no,13,5,16,4,2850,139,2015,542,207.7,99.95
Others,Android,12.7,yes,no,13,5,16,4,2900,148,2015,863,231.46,84.16
Others,Android,12.7,yes,no,13,5,16,4,3120,144,2015,889,260.32,113.73
Others,Android,12.83,yes,no,13,5,16,4,3620,162,2015,774,297.34,117.37
Others,Android,10.29,yes,no,8,5,32,4,2470,115,2015,928,179.57,62.01
Others,Android,25.43,no,no,5,2,16,4,7280,470,2015,696,230.39,88.59
Others,Android,10.16,yes,no,8,1.3,16,4,1800,173.8,2013,575,269.77,58.54
Others,Others,5.18,yes,no,2,8,16,4,2300,130,2018,723,110.58,47.14
Others,Android,12.7,yes,no,13,8,32,4,5000,218,2017,745,449.03,143.99
Others,Android,10.34,yes,no,8,2,16,4,4000,200,2017,714,330.18,66.84
Others,Android,12.75,yes,no,16,8,64,4,4500,250,2018,443,899.95,118.75
Others,Android,10.34,yes,no,13,5,32,4,3800,153,2016,930,649.82,192.58
Others,Android,10.29,yes,no,5,2,32,4,3000,181,2015,759,339.78,123.74
Others,Android,10.34,yes,no,8,2,16,4,3000,185,2015,688,440.2,101.38
Others,Others,5.08,no,no,2,2,24,4,1000,101,2015,691,140.93,23.37
Others,Android,10.34,yes,no,8,0.3,32,4,2630,185,2014,1023,459.47,74.21
Others,Android,10.16,no,no,5,0.3,16,4,2000,170,2013,802,249.59,32.66
Others,Others,5.13,no,no,3.15,0.3,128,0.25,1150,136,2013,590,140.16,63.41
Others,Others,5.08,no,no,2,0.3,16,4,1300,161,2013,630,139.88,24.38
Celkon,Android,10.16,no,no,5,1.3,16,4,1400,122,2014,549,80.39,38.97
Celkon,Android,10.16,no,no,5,1.3,16,4,1400,122,2014,1035,80.72,32.91
Celkon,Android,10.16,no,no,5,1.3,16,4,1400,122,2014,573,81.29,38.64
Celkon,Android,12.7,no,no,8,2,16,4,1400,149,2014,995,119.88,59.48
Celkon,Android,12.7,no,no,5,0.3,32,4,1400,147,2014,661,87.72,51.95
Celkon,Android,10.16,no,no,3.15,1.3,512,0.25,1400,115.3,2014,932,59.93,20.67
Celkon,Android,10.29,no,no,8,1.3,16,4,2000,130,2014,1027,100.35,34.37
Celkon,Android,7.75,no,no,3.15,0.3,512,4,1400,102,2014,573,39.81,14.73
Celkon,Android,10.29,no,no,5,1.3,16,4,1400,78.2,2014,985,79.85,40.17
Celkon,Android,12.7,no,no,5,0.3,16,4,1400,140,2013,1059,57.57,42.87
Celkon,Android,10.29,no,no,5,1.3,16,4,1400,140,2013,965,90.51,43.19
Celkon,Android,7.75,no,no,3.15,0.3,512,0.25,1400,140,2013,567,49.68,18.39
Celkon,Others,7.75,no,no,1.3,0.3,256,0.25,1200,140,2013,836,28.49,11.78
Celkon,Others,5.18,no,no,1.3,0.3,256,0.25,1800,140,2013,586,19.14,10.31
Celkon,Others,5.28,no,no,1.3,0.3,256,0.25,1400,140,2013,561,20.61,7.87
Celkon,Others,5.23,no,no,1.3,0.3,256,0.25,1400,140,2013,796,20.56,9.42
Celkon,Others,5.23,no,no,0.3,0.3,256,0.25,1400,140,2013,687,21.51,10.13
Celkon,Android,12.7,no,no,8,1.3,16,4,1400,140,2013,567,90.65,49.33
Celkon,Android,10.16,no,no,3.15,0.3,512,0.25,1400,140,2013,637,48.65,16.45
Celkon,Android,10.16,no,no,3.15,0.3,256,0.25,1400,140,2013,778,58.59,22.57
Celkon,Android,7.75,no,no,1.3,0.3,256,0.25,1400,140,2013,945,51.13,17.9
Celkon,Android,12.7,no,no,12,3,16,4,1400,177,2013,779,199.76,56.57
Celkon,Android,10.16,no,no,5,0.3,512,0.25,1400,140,2013,942,70.56,23.85
Celkon,Android,10.34,no,no,8,0.3,256,0.25,1400,140,2013,831,138.5,74.62
Celkon,Others,10.16,no,no,2,0.3,256,0.25,1200,140,2013,635,38.06,17.43
Celkon,Others,7.75,no,no,2,0.3,256,0.25,1200,140,2013,569,38.83,17.77
Celkon,Others,5.18,no,no,1.3,0.3,256,0.25,1800,140,2013,899,19.64,10.59
Celkon,Others,5.18,no,no,1.3,0.3,256,0.25,1500,140,2013,818,29.48,11.35
Celkon,Others,5.23,no,no,1.3,0.3,256,0.25,1400,140,2013,980,39.77,13.75
Celkon,Others,5.23,no,no,1.3,0.3,256,0.25,3000,140,2013,787,29.51,13.26
Celkon,Android,11.76,no,no,5,0.3,256,0.25,1400,140,2013,857,120.04,76.38
Celkon,Android,11.76,no,no,8,0.3,256,0.25,1400,140,2013,563,132.03,89.46
Celkon,Android,7.75,no,no,3.15,0.3,256,0.25,1400,98,2013,1034,69.37,65.83
Coolpad,Android,15.29,yes,no,,8,64,4,4000,177,2018,655,149.47,102.94
Coolpad,Android,12.83,yes,no,12,13,64,4,3200,152,2017,791,350.39,96
Coolpad,Android,12.7,yes,no,13,8,16,4,2500,148,2017,671,119.65,62.31
Coolpad,Android,12.83,yes,no,13,8,64,4,4060,167,2016,851,201.18,85.03
Coolpad,Android,12.7,yes,no,13,8,16,4,2500,148,2017,555,209.36,92.53
Coolpad,Android,12.83,yes,no,16,8,128,4,4070,168,2016,820,421.32,93.19
Coolpad,Android,12.83,yes,no,8,8,16,4,3050,170,2016,646,110.19,68.84
Coolpad,Android,12.83,yes,no,13,8,32,4,4010,173.4,2016,661,182.57,94.67
Coolpad,Android,12.83,yes,no,8,8,16,4,2500,143,2016,1078,179.54,66.79
Coolpad,Android,12.83,yes,no,8,8,16,4,2500,143,2016,777,79.8,67.17
Coolpad,Android,12.83,yes,no,13,5,16,4,2500,163,2016,1011,200.15,63.19
Coolpad,Android,12.83,yes,no,13,5,16,4,3000,168,2016,1028,117.82,60.77
Coolpad,Android,12.83,yes,no,13,5,64,4,2800,170,2016,703,380.6,135.81
Coolpad,Android,12.7,yes,no,8,2,32,4,2000,125,2016,1040,130.48,57.2
Coolpad,Android,10.34,yes,no,8,5,16,4,1800,120,2016,755,180.11,71.87
Coolpad,Android,12.7,yes,no,13,5,16,4,2500,142,2016,779,108.46,66.96
Coolpad,Android,12.83,yes,no,13,5,16,4,3000,138.5,2015,1014,118.45,62.25
Coolpad,Android,12.83,yes,no,13,5,32,4,2500,138.5,2015,883,200.59,98.52
Coolpad,Android,12.83,yes,no,8,2,32,4,2500,158,2015,725,161.18,77.47
Coolpad,Android,10.34,yes,no,8,5,32,4,1800,119,2015,820,151.59,69.64
Others,Android,25.53,yes,no,8,2,32,4,7000,597,2015,848,459.1,143.27
Others,Android,20.42,yes,no,8,2,16,4,5900,305,2014,939,248.97,105.43
Others,Android,20.32,no,no,5,2,16,4,4100,292,2013,735,129.73,71.77
Others,Android,17.78,no,no,3.15,0.3,16,4,4100,234,2013,613,98.02,46.25
Others,Android,20.35,yes,no,8,24,256,4,3400,171,2019,354,899.41,337.21
Others,Android,12.57,yes,no,12,8,16,4,4000,139,2018,687,130.85,63.1
Others,Android,12.57,no,no,12,8,32,4,4000,139,2018,377,91.63,81.77
Others,Android,12.7,yes,no,13,5,16,4,3000,142.5,2018,493,230.28,81.05
Others,Others,5.28,no,no,0.3,8,32,0.25,3100,130,2018,504,40.19,26.5
Others,Android,5.18,yes,no,5,8,32,4,2000,256,2018,711,119.83,71.06
Others,Android,12.83,yes,no,16,8,32,4,4000,203,2018,645,450.19,174.77
Others,Android,12.93,yes,no,12,8,64,4,4500,190,2018,608,359.75,138.87
Others,Android,12.83,yes,no,13,5,16,4,5000,203,2017,594,189.86,101.43
Others,Android,12.83,yes,no,13,5,32,4,3000,180,2017,792,119.34,82.27
Others,Android,12.7,no,no,5,2,32,4,2000,167,2017,715,80.26,53.37
Others,Android,12.75,yes,no,13,5,16,4,4000,206,2017,836,330.01,133.34
Others,Others,5.18,no,no,0.3,5,32,4,1500,112,2017,770,48.52,25.63
